-3.05151094966119e-15*v3,3.09613186691861e-9*v3,-3.47641350476936e-8*v3,-4.25490229057178e-8*v3,4.54586517267337e-8*v3,2.76681543038274e-8*v3,-2.49925250438317e-16*v3,-2.36161604324768e-15*v3,0,4.82694734995272e-8*v3,-2.43769268483071e-8*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-10.6923080296543*v3,2.88046911813518*v3,1.46754158855263*v3,2.79517149173809e-7*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2.88046911813518*v3,-13.1670698667156*v3,1.96441566339742*v3,1.1011492492967*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1.46754158855263*v3,1.96441566339742*v3,-18.362846627139*v3,5.81976651267129*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2.79517149173809e-7*v3,1.1011492492967*v3,5.81976651267129*v3,-18.7777802664038*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.00639583698142e-14*v3,-7.34024401962514e-8*v3,5.05425492639999e-7*v3,-2.42443509152617e-7*v3,-1.68463778979654e-8*v3,7.63117338625762e-16*v3,1.40344988115725e-7*v3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.34024401962514e-8*v3,-0.194442578106593*v3,1.33886872904995*v3,-0.577869765300975*v3,-0.227623191533384*v3,4.0971842009197e-7*v3,0.234174231926989*v3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05425492639999e-7*v3,1.33886872904995*v3,-9.21901720849183*v3,3.97902441582288*v3,1.56733402618167*v3,-2.45247884637796e-7*v3,-1.6124489526589*v3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.42443509152617e-7*v3,-0.577869765300975*v3,3.97902441582288*v3,-4.81816293630174*v3,1.81701708719903*v3,2.92443746198095*v3,6.39657107423752*v3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.68463778979654e-8*v3,-0.227623191533384*v3,1.56733402618167*v3,1.81701708719903*v3,-19.0878210711023*v3,5.42616562807489*v3,-6.77957057662914*v3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.63117338625762e-16*v3,4.0971842009197e-7*v3,-2.45247884637796e-7*v3,2.92443746198095*v3,5.42616562807489*v3,-6.3555558849156*v3,-4.23422039858767*v3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40344988115725e-7*v3,0.234174231926989*v3,-1.6124489526589*v3,6.39657107423752*v3,-6.77957057662914*v3,-4.23422039858767*v3,-11.1249995566781*v3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.0384599843869*v3,2.61990560082968*v3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61990560082968*v3,-14.961539294259*v3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.17232174123771e-14*v3,-1.05665917085328e-7*v3,4.36684734572917e-7*v3,-2.2389842914386e-7*v3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.05665917085328e-7*v3,-0.513979389955463*v3,2.12411872881777*v3,-1.0890851203271*v3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36684734572917e-7*v3,2.12411872881777*v3,-8.77832936940401*v3,4.50085382132538*v3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2389842914386e-7*v3,-1.0890851203271*v3,4.50085382132538*v3,-2.30769253105783*v3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.5999992471273*v3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
